,Unnamed: 0,num_page,text,width,height,area,chars,char_size,pos_x,pos_y,aspect,layout,x0,x1,y0,y1,assureur
1261,1261,36,36 ,0.0252100799999999,0.0095012399999999,0.0002395270204991,3,7.98423401663997e-05,0.08151261,0.94299288,2.653346300061896,h,0.06890757,0.09411765,0.93824226,0.93824226,allianz-1-to-94
1298,1298,37, 37 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
1322,1322,38,38  ,0.02352941,0.0083135599999999,0.0001956131617995,4,4.890329044989966e-05,0.082352945,0.94358672,2.8302448048730224,h,0.07058824,0.09411765,0.93942994,0.93942994,allianz-1-to-94
1357,1357,39, 39 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
1388,1388,40,40  ,0.02352941,0.0083135599999999,0.0001956131617995,4,4.890329044989966e-05,0.080672275,0.94358672,2.8302448048730224,h,0.06890757,0.09243698,0.93942994,0.93942994,allianz-1-to-94
1439,1439,41,-14 ,0.02016806,0.00712593,0.0001437161837958,4,3.592904594895037e-05,0.51260507,0.5534441649999999,2.830235492069088,h,0.50252104,0.5226891,0.5498812,0.5498812,allianz-1-to-94
1441,1441,41,-5 ,0.0117647,0.0059382,6.986114154000048e-05,3,2.328704718000016e-05,0.51680675,0.5682898000000001,1.9811895860698636,h,0.5109244,0.5226891,0.5653207,0.5653207,allianz-1-to-94
1443,1443,41,-15 ,0.02016806,0.00593826,0.0001197631839756,4,2.9940795993900487e-05,0.51260507,0.5825415700000001,3.3962911694671094,h,0.50252104,0.5226891,0.57957244,0.57957244,allianz-1-to-94
1460,1460,41, 41 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
1486,1486,42,42 ,0.02689075,0.0106888699999999,0.0002874317309524,3,9.581057698416634e-05,0.082352945,0.942399065,2.5157710777659474,h,0.07058824,0.09579832,0.93705463,0.93942994,allianz-1-to-94
1511,1511,43, 43 ,0.02857144,0.01068884,0.0003053955507296,4,7.634888768240024e-05,0.88991598,0.94358668,2.673015968056395,h,0.87563026,0.9042017,0.93942994,0.93824226,allianz-1-to-94
1534,1534,44,44 ,0.0252100799999999,0.0083135599999999,0.0002095855126847,3,6.98618375615995e-05,0.08151261,0.94358672,3.032404890323781,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
1557,1557,45, 45 ,0.0268907699999999,0.0083135599999999,0.0002235580298411,4,5.588950746029951e-05,0.890756315,0.94358672,3.2345673814827998,h,0.87731093,0.9042017,0.93942994,0.93942994,allianz-1-to-94
1590,1590,46,46 ,0.0252100799999999,0.0106888699999999,0.0002694672678095,3,8.982242260319966e-05,0.08151261,0.942399065,2.3585355608216854,h,0.06890757,0.09411765,0.93705463,0.93824226,allianz-1-to-94
1617,1617,46,117 ,0.0235294099999999,0.0059382299999999,0.0001397230483442,4,3.4930762086074896e-05,0.561344565,0.3711401549999999,3.962360838162216,h,0.54957986,0.57310927,0.36817104,0.36817104,allianz-1-to-94
1685,1685,47, 47 ,0.0268907699999999,0.0083135599999999,0.0002235580298411,4,5.588950746029951e-05,0.890756315,0.94358672,3.2345673814827998,h,0.87731093,0.9042017,0.93942994,0.93942994,allianz-1-to-94
1719,1719,49, 49 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
1747,1747,50,45 ,0.0117647099999999,0.0047505899999999,5.588931367889952e-05,3,1.862977122629984e-05,0.5504201950000001,0.243467935,2.476473448561105,h,0.54453784,0.55630255,0.24109264,0.24109264,allianz-1-to-94
1749,1749,50,4 ,0.0050420199999999,0.0047506099999999,2.395267063219985e-05,2,1.1976335316099924e-05,0.5537815399999999,0.282660335,1.0613415961318635,h,0.55126053,0.55630255,0.28028503,0.28028503,allianz-1-to-94
1755,1755,50,50 ,0.0252100799999999,0.00950116,0.0002395250036928,3,7.984166789760006e-05,0.08151261,0.94418052,2.6533686413027437,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
1763,1763,50,6 ,0.0050420199999999,0.0047506099999999,2.395267063219985e-05,2,1.1976335316099924e-05,0.5537815399999999,0.491686465,1.0613415961318635,h,0.55126053,0.55630255,0.48931116,0.48931116,allianz-1-to-94
1774,1774,50,644 ,0.0184873999999999,0.0047505899999999,8.782605756599965e-05,4,2.1956514391499916e-05,0.6579832,0.243467935,3.8916008327386566,h,0.6487395,0.6672269,0.24109264,0.24109264,allianz-1-to-94
1776,1776,50,4 ,0.0067226999999999,0.0047506099999999,3.193692584699978e-05,2,1.596846292349989e-05,0.6638655499999999,0.282660335,1.4151235315043724,h,0.6605042,0.6672269,0.28028503,0.28028503,allianz-1-to-94
1800,1800,50,-598 ,0.02184874,0.0047505899999999,0.0001037944057566,5,2.0758881151320027e-05,0.76554623,0.243467935,4.599163472326604,h,0.75462186,0.7764706,0.24109264,0.24109264,allianz-1-to-94
1808,1808,50,11737 ,0.03193277,0.0071258899999999,0.0002275494064152,6,3.792490106921656e-05,0.760504215,0.389548705,4.481232519727389,h,0.74453783,0.7764706,0.38598576,0.38717338,allianz-1-to-94
1813,1813,50,330 ,0.0168067,0.0047505999999999,7.984190902000019e-05,4,1.9960477255000048e-05,0.76806725,0.4536816999999999,3.537805750852542,h,0.7596639,0.7764706,0.4513064,0.4513064,allianz-1-to-94
1816,1816,50,-42 ,0.01512605,0.0047506099999999,7.185796439049983e-05,4,1.7964491097624958e-05,0.7689075750000001,0.491686465,3.1840226834027714,h,0.76134455,0.7764706,0.48931116,0.48931116,allianz-1-to-94
1858,1858,51, 51 ,0.0268907699999999,0.0106888699999999,0.0002874319447298,4,7.185798618247462e-05,0.890756315,0.942399065,2.51577294887112,h,0.87731093,0.902521,0.93942994,0.93705463,allianz-1-to-94
1888,1888,52,52  ,0.0252100799999999,0.00950116,0.0002395250036928,4,5.988125092320004e-05,0.08151261,0.94418052,2.6533686413027437,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
1912,1912,53, 53 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
1936,1936,54,54 ,0.0252100799999999,0.0083135599999999,0.0002095855126847,3,6.98618375615995e-05,0.08151261,0.94358672,3.032404890323781,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
2006,2006,55, 55 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
2038,2038,56,56 ,0.0252100799999999,0.0106888699999999,0.0002694672678095,3,8.982242260319966e-05,0.08151261,0.942399065,2.3585355608216854,h,0.07058824,0.09411765,0.93705463,0.93942994,allianz-1-to-94
2082,2082,57,-292 ,0.0184873899999999,0.00475058,8.782582518620004e-05,5,1.756516503724001e-05,0.456302525,0.32185273,3.8916069195761303,h,0.44705883,0.46554622,0.31947744,0.31947744,allianz-1-to-94
2128,2128,57,-49 ,0.01176471,0.0047505999999999,5.588943132599998e-05,4,1.3972357831499995e-05,0.730252115,0.19596199,2.4764682355912995,h,0.72436976,0.73613447,0.19358669,0.19358669,allianz-1-to-94
2129,2129,57,638 ,0.0151260399999999,0.00593825,8.98222070299998e-05,4,2.245555175749995e-05,0.74873952,0.196555815,2.547221824611617,h,0.7411765,0.75630254,0.19358669,0.19477434,allianz-1-to-94
2181,2181,57, 57 ,0.0285714299999999,0.0095012399999999,0.0002714640135731,4,6.786600339329964e-05,0.891596645,0.94299288,3.007126438233331,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
2234,2234,58,17 ,0.0084033599999999,0.00475055,3.992058184800016e-05,3,1.3306860616000054e-05,0.07478992,0.897862225,1.7689235983201868,h,0.07058824,0.0789916,0.89548695,0.89548695,allianz-1-to-94
2237,2237,58,58 ,0.0252100799999999,0.0083135599999999,0.0002095855126847,3,6.98618375615995e-05,0.08151261,0.94358672,3.032404890323781,h,0.06890757,0.09411765,0.93942994,0.93942994,allianz-1-to-94
2273,2273,59,792 ,0.0184874,0.0047506,8.782624244000111e-05,4,2.195656061000028e-05,0.6058824,0.5047505999999999,3.891592640929536,h,0.5966387,0.6151261,0.5023753,0.5023753,allianz-1-to-94
2287,2287,59,-792 ,0.0235293999999999,0.0047506,0.00011177876764,5,2.235575352800016e-05,0.6907563,0.5047505999999999,4.952932261187993,h,0.6789916,0.702521,0.5023753,0.5023753,allianz-1-to-94
2303,2303,59, 59 ,0.0268907699999999,0.0095012399999999,0.0002554956595547,4,6.387391488869966e-05,0.890756315,0.94299288,2.830237947888912,h,0.87731093,0.9042017,0.93942994,0.93824226,allianz-1-to-94
2326,2326,60,601 ,0.0252100799999999,0.01187647,0.0002994067588176,4,7.485168970440016e-05,0.08151261,0.942992865,2.122691338419576,h,0.06890757,0.09411765,0.93705463,0.93824226,allianz-1-to-94
2348,2348,61, 61 ,0.02857144,0.0095012399999999,0.0002714641085855,4,6.786602714639977e-05,0.88991598,0.94299288,3.007127490727537,h,0.87563026,0.902521,0.93942994,0.93824226,allianz-1-to-94
2350,2350,62,621 ,0.0252100799999999,0.0106888699999999,0.0002694672678095,4,6.736681695239975e-05,0.08151261,0.942399065,2.3585355608216854,h,0.06890757,0.09411765,0.93705463,0.93824226,allianz-1-to-94
2370,2370,64,64 ,0.02352941,0.0106888,0.000251501157608,3,8.383371920266709e-05,0.082352945,0.9685273,2.201314459995498,h,0.07058824,0.09411765,0.9631829,0.96437055,allianz-1-to-94
2386,2386,64,1615 ,0.02857143,0.0047505999999999,0.0001357314353579,5,2.7146287071599708e-05,0.5352941449999999,0.7102138,6.014278196438436,h,0.52100843,0.54957986,0.7078385,0.7078385,allianz-1-to-94
2391,2391,64,1615 ,0.0268907299999999,0.00475061,0.0001277473708453,5,2.554947416906021e-05,0.6470588349999999,0.4821852749999999,5.660479391067615,h,0.63361347,0.6605042,0.47980997,0.47980997,allianz-1-to-94
